fresh_feed_kmol_h,reactor_inlet_kmol_h,recycle_kmol_h,purge_kmol_h,purge_fraction,x_co_single_pass,alpha,target_rate_kgph,target_fraction,total_hydrocarbon_rate_kgph,specific_energy_kwh_per_kg_target,compressor_power_mw,cooling_duty_mw,heat_of_reaction_kj_per_kmol_co,total_inlet_flow_kmol_h,total_catalyst_volume_m3,reactor_volume_m3,n_parallel,nt_per_reactor,tube_length_m,shell_diameter_m,l_over_d,superficial_velocity_m_s,delta_p_bar,max_delta_p_bar,gas_density_kg_m3,cp_mix_kj_kmolk,rco_kmol_m3_s,feasible,violation_reason,loop_iterations,input_temperature_C,input_pressure_bar,input_ghsv_h,input_target_x_co,input_total_flow_kmol_h,input_tube_inner_diameter_m,input_particle_diameter_m,input_void_fraction,input_reactors_max_search,input_purge_fraction,case_id,run_status
985.3883145406913,6260.836078706798,5311.982408437653,202.72729968060528,0.0367611915060857,0.7403132787562421,0.8631626321913741,481.45199168234103,0.10654074824563754,4518.9469720291245,29.15156184332085,0.6340474231885864,13.401030086929172,-165301.3798418145,6260.836078706798,40.98906899737139,74.11989186057752,2,2884,10.0,3.3345544402196783,3.598681687502888,0.8486143859002494,1.8628523523464802,4.0,10.268015249180865,42.58856946581082,0.001977851355548531,True,All constraints satisfied,50,211.38914737672883,22.273584855818463,1527.7560848544033,0.7403132787562421,985.3883145406913,0.04045214336093811,0.0012609164952344359,0.44698962763635075,20,0.0367611915060857,3,success
983.925946973888,7389.588380204063,6468.245107251942,173.49451832266794,0.02612184880819655,0.7792141228874007,0.83178733541993,438.05568189986946,0.096584211553306,4535.4791932851385,32.431493382992954,0.7966525167658475,13.410147432152234,-164761.2083364583,7389.588380204063,61.53711612691359,110.20699715969337,2,4315,10.0,3.9716323952205475,3.0214276664780884,0.6629726778896792,1.1428870252792576,4.0,10.537640319152768,43.7075797530124,0.0013226393660054005,True,All constraints satisfied,50,226.8226189583338,23.35461525605234,2115.5088529873397,0.7792141228874007,983.925946973888,0.04032435962659514,0.0013780113742237435,0.44162242223382253,23,0.02612184880819655,7,success
1526.0796100054204,8542.673584319926,7052.865056146004,334.0237566870573,0.04521846275887705,0.6976837479081687,0.8528053599284997,720.1355865572807,0.10359516060219873,6951.440418366381,29.77570145109194,0.8532381537006603,20.58930407593591,-165071.8087470468,8542.673584319926,56.22085496909152,104.08466617236593,2,3900,10.0,3.874343183714682,3.097299188786503,0.928855481247549,1.9255269642154775,4.0,9.061986801659678,42.42061366521109,0.002218560680813294,True,All constraints satisfied,50,217.94832151294864,20.041634512960904,1800.0505583276988,0.6976837479081687,1526.0796100054204,0.04122085574273793,0.0011719673613941374,0.45985458726467104,17,0.04521846275887705,8,success
1082.3675715721042,9048.784782966715,8059.066112915588,167.58935035320354,0.020371504690025435,0.7481831659111428,0.8426581014395657,500.98512801492393,0.10035380922203758,4992.188457006853,31.453567705665364,0.9833141673374631,14.774455476211376,-164924.6299754314,9048.784782966715,95.33425031869636,165.35996171368336,3,3751,10.0,3.9783912767344582,3.0162945686553577,0.821073976868996,0.8603558388744434,4.0,10.480472807197936,43.71279353828993,0.0009396735651447199,True,All constraints satisfied,50,222.15342927338847,22.86822638946358,2077.5720534943734,0.7481831659111428,1082.3675715721042,0.0432572292823557,0.001492192427986357,0.42347440498465266,24,0.020371504690025435,12,success
1382.6939407657371,9574.84848858493,8259.631516014242,268.07037551224204,0.03143524233399963,0.6848898482392234,0.8607314822946368,670.3612684423044,0.10588731475160792,6330.893082092488,29.470404045404237,0.9914285200537314,18.764388917330674,-165206.0034755491,9574.84848858493,41.71954123224223,76.62271669030591,2,2410,10.0,3.3920282890406095,3.5377063448353616,1.0669440406927886,3.096704520418199,4.0,12.178235438080542,42.852949170947525,0.0027225074471131706,True,All constraints satisfied,50,214.1141864128824,26.355680569830824,1945.9043248410842,0.6848898482392234,1382.6939407657371,0.0449925450733741,0.0012571872400582917,0.45551994194013656,18,0.03143524233399963,13,success
1407.6143681787512,10323.379412596272,8997.471724821993,259.50881587071956,0.028033851289839717,0.629022646850468,0.855748583316862,671.9080303318177,0.1044735577003086,6431.369287329563,29.96827718710318,1.0894089446738386,19.046517152550607,-165057.3269156107,10323.379412596272,61.14071396738472,103.76433050286565,2,3589,10.0,3.872668012706502,3.098638964307588,0.9409936004622415,2.8311146991810854,4.0,11.06187364833832,43.09263340078951,0.0018873404972733925,True,All constraints satisfied,50,218.36208812540832,23.99934135434766,1918.8313281227904,0.629022646850468,1407.6143681787512,0.042904924257735,0.0014580432141383735,0.4107733006989699,22,0.028033851289839717,15,success
1060.394691428174,7735.898878200322,6736.51677394879,195.60149954287147,0.028216699690605297,0.7286099258398795,0.8577752219729791,512.0579706560815,0.10506013503418589,4873.951194613077,29.790851854191512,0.8094991527938136,14.445143991779453,-165187.13347597307,7735.898878200322,62.88883967517367,108.25466789453269,2,3542,10.0,3.9483499197549046,3.0392443030340393,0.712956785309632,1.8533156644475999,4.0,10.434961842842625,43.062239411638195,0.0013905034687385373,True,All constraints satisfied,50,214.65332925791208,22.582456251465448,2198.036241616095,0.7286099258398795,1060.394691428174,0.044110818923577384,0.001207522877637261,0.41906579274305983,19,0.028216699690605297,20,success
1389.010682333338,9623.184188824946,8302.34676123397,267.40075215560876,0.031202874033081536,0.626248009872011,0.8409284424934397,631.8029574803467,0.09977234829938125,6332.445494662822,31.253902789998758,1.021317922091738,18.724990293432732,-164782.2439285445,9623.184188824946,34.35760099484998,63.558327464899776,2,2245,10.0,3.1201866826903646,3.8459237284011043,1.275557885781519,3.9344130072055616,4.0,12.390240958922135,43.266394647171595,0.0033074124500259644,True,All constraints satisfied,50,226.22160204158544,27.369795578274644,1880.034155281563,0.626248009872011,1389.010682333338,0.04246059771462823,0.0013575270670580048,0.45943195226740285,17,0.031202874033081536,21,success
1173.3669651370376,7821.798408647998,6700.146533641494,230.27928977620556,0.033227293047145647,0.7290351618941538,0.8282728529766651,513.0035911545785,0.09531386218455941,5382.255837679021,32.619771122398255,0.8300491379099819,15.904010590520741,-164658.68420900631,7821.798408647998,30.62674916225715,54.82832705656027,1,3860,10.0,3.96771965119323,3.0244072300801763,0.6088905760138643,3.7197704256633877,4.0,12.144537100969814,43.46811742179631,0.0031537053438739186,True,All constraints satisfied,50,229.75187974267658,27.204946819131386,1529.7314160721874,0.7290351618941538,1173.3669651370376,0.04253207182897338,0.0014949926375926559,0.441406462563358,21,0.033227293047145647,22,success
1255.477000818426,9555.82480514419,8383.165730384148,218.5011021158725,0.025402181503973286,0.7296309389516292,0.8292989615501717,552.6554402241521,0.09568701541971412,5775.657625018683,32.76133335766018,1.0375923867592332,17.06813672234865,-164674.91986648133,9555.82480514419,69.37665250126969,121.37651740283167,3,2803,10.0,3.4702077892674854,3.4580061854258703,1.1352872222716686,1.5446754907316698,4.0,10.86603084524122,43.78818803226296,0.0014939818158642463,True,All constraints satisfied,50,229.2880038148189,24.13743499972115,2092.037473564621,0.7296309389516292,1255.477000818426,0.04287204172890874,0.0014868706775349946,0.4284178357909357,20,0.025402181503973286,23,success
1334.2416795415475,10079.59743229841,8831.95783074039,232.82121094261316,0.025684157316137587,0.7784277748566293,0.8202602867965431,567.992174458013,0.09234401905804492,6150.827961050609,33.91702021143672,1.1000113598096533,18.164590701220664,-164564.37732997618,10079.59743229841,100.72737368662946,172.87907286548136,4,2869,10.0,3.57435216786291,3.3572517302274525,1.2350257355983554,1.072429595290292,4.0,9.844614974391817,43.96206578256917,0.0010958277021678219,True,All constraints satisfied,50,232.44636200068055,22.048757401003503,1758.1746189494418,0.7784277748566293,1334.2416795415475,0.043796262022810124,0.0014968708892872176,0.4173535754382124,24,0.025684157316137587,24,success
1714.132449528105,11561.837733816172,9924.890336867022,338.7651371383807,0.033006284943640773,0.7294700826621469,0.8626563902975563,836.9893822973082,0.10640675410259635,7865.942245454562,29.283641243148374,1.186015896998483,23.324080898520254,-165281.85650151758,11561.837733816172,63.99367348453248,110.37720903677834,2,3777,10.0,3.980471079112477,3.0147185500153495,0.9616412321894555,2.963104987715485,4.0,11.283736155959735,42.7550980146368,0.002205171219303805,True,All constraints satisfied,50,211.94695709949787,24.401457666716542,1647.652209384717,0.7294700826621469,1714.132449528105,0.04313686838780852,0.0013652072101225463,0.42022747229267765,17,0.033006284943640773,26,success
1179.2851950015277,9728.91561743207,8646.519968584993,187.0818520621307,0.021178433877883984,0.6767992722948074,0.843219911325029,545.1014120041885,0.10054101240852406,5421.682146876549,31.367540649848028,1.0583111742148408,16.040179525116102,-164870.0797320011,9728.91561743207,82.49385000986405,140.71752986893344,3,2836,10.0,3.7102657684094753,3.234269658570627,1.009533008364498,1.5572456906080152,4.0,10.792753267359144,43.668900892818314,0.0011793583982328828,True,All constraints satisfied,50,223.7120076571118,23.57540500171508,1617.9230721787696,0.6767992722948074,1179.2851950015277,0.04588978005262503,0.0013667816026935048,0.4137628049135019,21,0.021178433877883984,27,success
1293.7450427468027,6805.679558775317,5536.4480186081,288.13928365398556,0.049469476325315155,0.7406022032916169,0.8410207366286632,589.4046135395578,0.09980356591610853,5905.646838660967,30.79650223989373,0.6766551672228791,17.47494533385181,-164895.52230688476,6805.679558775317,41.73212457901164,70.96017065325859,2,2704,10.0,3.271934458325495,3.667555127660271,1.0937446714635366,3.8793862923306874,4.0,8.933558921554896,42.4895766490346,0.0025394312987349907,True,All constraints satisfied,50,222.98507694614997,20.092019553974293,2064.7979354467298,0.7406022032916169,1293.7450427468027,0.04087628504928454,0.0011901810073201202,0.41189368352942024,17,0.049469476325315155,30,success
1389.6685395326197,11714.81171029056,10445.227032495068,216.16206024928604,0.02027522477313917,0.6337066632989603,0.856942011609503,668.7251021148816,0.10482083997980376,6379.696081845245,30.145218592411464,1.262910755190333,18.895953626295448,-165081.69700101664,11714.81171029056,85.52114511074771,146.3522856767515,3,3028,10.0,3.7739473619232045,3.1796945874424694,1.1062939209210676,1.8892898216391423,4.0,11.426743786935104,43.39913469443491,0.0013384322187326107,True,All constraints satisfied,50,217.6657999709535,24.601628636446204,1517.610055686362,0.6337066632989603,1389.6685395326197,0.04529399367297364,0.0013739288211129402,0.41564872242830303,19,0.02027522477313917,31,success
1540.273812744518,8832.274150597923,7332.80487032128,329.6376344745077,0.043019916204029375,0.7671348659109666,0.8282810699101141,672.9674906167002,0.09531685744119581,7060.3197449294485,32.35461227157739,0.9065979558012022,20.867004274478525,-164694.10721853978,8832.274150597923,57.609232981786505,105.02828615349307,2,3502,10.0,3.895009995955607,3.080865007396702,0.9246306435191084,1.846405571082842,4.0,9.31951966806606,43.04099846204954,0.0021993277384483863,True,All constraints satisfied,50,228.73979375600663,21.082639877356115,1775.4967228756934,0.7671348659109666,1540.273812744518,0.043696289913264165,0.0013123156005855224,0.4514884028708821,23,0.043019916204029375,32,success
1317.6792401194552,9068.816104165347,7814.264578985473,256.10520974707003,0.03173401175552471,0.6412977146855363,0.8520458967986977,621.5230205515693,0.10336363342489306,6012.975743574121,30.170189307551297,0.949231267976015,17.80223592106593,-165001.24616512755,9068.816104165347,71.25936808192715,123.16665622968425,3,2682,10.0,3.4954543963513935,3.433030055413046,1.1942162019465505,1.844979680438769,4.0,9.637900145430413,43.01376672577447,0.001514067931939197,True,All constraints satisfied,50,219.96439528206992,21.05855493588676,1908.1277182685196,0.6412977146855363,1317.6792401194552,0.04415428005773789,0.0013362954035148866,0.42143945233813196,17,0.03173401175552471,33,success
1623.76840376084,10122.925379413173,8555.988512505146,336.1777633196817,0.037806059051510285,0.7444587255565942,0.8541313910376291,774.225668148765,0.1039946865700959,7444.857941149819,29.823416708395282,1.0313121566687933,22.058742570867587,-165134.41538905114,10122.925379413173,56.615149587008844,103.58247969588481,2,3188,10.0,3.8753246626073596,3.0965147554698738,0.9505115915399174,2.457867891117939,4.0,10.59722810489011,42.73903796074796,0.002359448487151948,True,All constraints satisfied,50,216.15956031282454,23.235654272531562,2142.046285478801,0.7444587255565942,1623.76840376084,0.04548187594911811,0.00115949971906366,0.4534292888794582,19,0.037806059051510285,35,success
1589.2812133006867,11492.654596156444,9991.933164788785,297.2016487801073,0.028884998997988624,0.7014060219233754,0.8637465921648239,778.0936516441725,0.1066939285083292,7292.76410122465,29.325303624073175,1.1943054075678408,21.623527174861344,-165277.904209551,11492.654596156444,67.41235522203036,121.92223526463228,3,2580,10.0,3.480805050599446,3.4474783349137645,1.2809951587407917,1.8812206184643236,4.0,11.494712841171886,42.89742718126712,0.0019407618145248378,True,All constraints satisfied,50,212.0598797271141,24.735418639278638,2154.349380305424,0.7014060219233754,1589.2812133006867,0.04478582555791794,0.001375566750464744,0.44708727595330083,18,0.028884998997988624,36,success
1153.972810967201,6487.785534954317,5361.780111248585,251.16358021145845,0.044747211805028025,0.6477980860404172,0.83382557694079,509.07445466444915,0.0973104493298465,5231.446963510308,31.672792859006616,0.6633456061375401,15.46046414626131,-164682.52528350614,6487.785534954317,38.74886033719758,68.84798599780707,2,2660,10.0,3.228135416683359,3.717316175146396,1.0789566884909454,2.3849116667130206,4.0,8.994463309801455,42.789364623169604,0.0024227916946005417,True,All constraints satisfied,50,229.07070618553917,20.25955685717631,1669.93268335765,0.6477980860404172,1153.972810967201,0.04059257238638291,0.0014689375980442155,0.43718236959855594,20,0.044747211805028025,37,success
979.8281952964272,7125.692062443815,6201.473137531381,181.57554280158413,0.02844652326732881,0.63946710982845,0.8520167467432931,462.90395124721437,0.10335470826549438,4478.789200953681,30.272501723048684,0.7534730186696847,13.259787643067657,-164997.71231546035,7125.692062443815,48.729933033777286,86.55312318545128,2,3315,10.0,3.570600397252941,3.3607793269816075,0.8202367536420933,2.2129898718477956,4.0,10.49416706379266,43.15938543056982,0.0016491601479513048,True,All constraints satisfied,50,220.06536241541903,22.864808809352674,2137.2828967873884,0.63946710982845,979.8281952964272,0.04077044724284305,0.0011287840155912525,0.4369939380538922,19,0.02844652326732881,38,success
1534.424908542051,12381.862219738381,10965.308660392408,253.27747276920772,0.022576594747579767,0.6758585183288657,0.8567353062665871,738.6113138750483,0.10476106882026186,7050.436981912439,30.070369396549495,1.3229054027663687,20.887409645927093,-165119.1088795112,12381.862219738381,116.55072524541218,206.55453593894714,4,3314,10.0,3.8684532114666506,3.102015028753683,1.209233070369607,1.1808244278622195,4.0,10.396673861083443,43.312808268871954,0.0010853561409043281,True,All constraints satisfied,50,216.5968891568234,22.42174188131953,1739.3748569985949,0.6758585183288657,1534.424908542051,0.044547333293178906,0.001205567961989432,0.43573872771372135,23,0.022576594747579767,44,success
1651.1519299736528,9868.371623039278,8267.521595653581,347.971668263739,0.040389059291716295,0.7325325393702783,0.8391790999587708,749.4000777239979,0.09917670869311976,7556.210400597681,31.180196753171025,1.0128697027044482,22.353572167571464,-164853.80653384028,9868.371623039278,55.4657282299979,99.97275144466987,2,3028,10.0,3.816154365808067,3.144526884844453,1.0104594618617961,2.4391386351515796,4.0,10.05104591004483,42.93021504732829,0.0024446868450913907,True,All constraints satisfied,50,224.17695617599176,22.435689691437595,2151.8508852824225,0.7325325393702783,1651.1519299736528,0.04585064732555058,0.0013214698930522513,0.4451915404099333,17,0.040389059291716295,46,success
1226.9954024168965,10262.176851261802,9139.180233246567,192.83378022087464,0.020663683095909168,0.676364885033938,0.8584553835100357,593.9711926924334,0.10525350352072806,5643.243909457702,30.004585500522392,1.1005036451853567,16.721355790802022,-165151.5880707345,10262.176851261802,127.88040325448586,221.52262105677403,4,3863,10.0,3.985344995640743,3.011031670564496,1.0004312061167626,0.8609824501386948,4.0,9.7290575393852,43.3522278114192,0.0007917439190608664,True,All constraints satisfied,50,215.66891226472907,20.90963494659195,2080.2760310282133,0.676364885033938,1226.9954024168965,0.04272414418620457,0.001252353173565816,0.4227207919243995,19,0.020663683095909168,51,success
1621.6188762123188,10491.843862880422,8933.648846640715,330.5743523754342,0.03568290025768603,0.6272066794328408,0.8561468518395747,771.3800455340768,0.10459003801458026,7375.272637596167,29.718229433207576,1.0811374377577647,21.842911735622035,-165065.97652066368,10491.843862880422,52.27920764224395,94.82245793622126,2,2930,10.0,3.7270729626487293,3.219684755372196,1.0734559258640735,2.667467579207436,4.0,10.711733668005584,42.74153367533886,0.002531185469252818,True,All constraints satisfied,50,218.11495655246648,23.384110831330595,2057.739519478823,0.6272066794328408,1621.6188762123188,0.045394817228950946,0.0013827788872353228,0.4486621758169612,20,0.03568290025768603,52,success
1426.102199901561,9279.76937067164,7911.929523332844,284.3413017755421,0.03469154544094534,0.75239773119324,0.8279463073333354,623.2962899416208,0.0951947376313083,6547.591867479729,32.61463797592388,0.9793168779285342,19.34926597025391,-164674.02478187974,9279.76937067164,65.5218403476858,121.23556768470719,3,2772,10.0,3.4689393767555625,3.459270600232682,1.2011081647983815,1.3166333413900129,4.0,9.885638585893624,43.415007235786874,0.0017933014803620463,True,All constraints satisfied,50,229.3135776605792,22.181146094529442,2057.50550012288,0.75239773119324,1426.102199901561,0.04308737533743826,0.001372881305437364,0.4595493583361114,18,0.03469154544094534,54,success
1578.0286875151078,13036.17217380012,11587.835311508154,250.51784373269072,0.021161545060157827,0.6203559899018821,0.8410113354653578,722.0016353135313,0.099800387031617,7234.457268034436,31.602819760975258,1.4261904803535472,21.391097067589374,-164773.58378547453,13036.17217380012,66.49500292211225,119.88907824501945,3,2507,10.0,3.456063399071333,3.4721585267285544,1.384132082094224,2.92157591713617,4.0,12.409996248874187,43.71126558741138,0.001952344536353555,True,All constraints satisfied,50,226.46903470072763,27.18448462555556,1638.4019616242588,0.6203559899018821,1578.0286875151078,0.04505851395140085,0.0011384350449577174,0.4453622974211611,22,0.021161545060157827,55,success
1587.2553262181466,13382.2471346028,11932.534781419175,246.32287881067407,0.020225450176254486,0.6745016224511463,0.8577813551540433,767.057640929453,0.10506188665495032,7301.007676062998,30.07575655596001,1.4381000284170127,21.631738844566204,-165136.92154518134,13382.2471346028,92.68110968858427,166.81661606738245,3,3983,10.0,3.9915488075155086,3.006351814465036,1.063309438038234,1.807161923334224,4.0,11.892384603344858,43.38520004832164,0.0014133704979775734,True,All constraints satisfied,50,216.08795585196185,25.568674653888305,1685.1981692238671,0.6745016224511463,1587.2553262181466,0.042164243945306365,0.0011032997243244158,0.44441320131354617,19,0.020225450176254486,56,success
962.4958927345609,6364.96268231807,5443.554191313003,191.15788591543802,0.033925049460462105,0.7349714229445081,0.8455569143897067,447.36945116667147,0.10131061613096097,4415.820061624849,30.700318693088587,0.6625069087923002,13.071877815576645,-164968.47156376435,6364.96268231807,50.25920439827544,88.41004686026876,2,2916,10.0,3.610622728187921,3.3235264117507213,0.7666209111396091,1.4522210925451835,4.0,9.722505077370263,43.08433993841444,0.0015765996277618587,True,All constraints satisfied,50,220.9008124638755,21.425652607086914,2066.541744747843,0.7349714229445081,962.4958927345609,0.0439381167784182,0.001439131551568346,0.4315215726815569,17,0.033925049460462105,58,success
1786.6430129356393,10547.74105306115,8811.897136761027,385.45254681446653,0.041909089039291685,0.6665849395215395,0.8685361441461857,877.1219512074011,0.10789175912899134,8129.64732699137,28.686238066427688,1.0491194006618345,24.112209704963245,-165344.6541380712,10547.74105306115,64.21421889685453,109.68241071270441,2,3914,10.0,3.9674080133539453,3.024644795697609,1.0224712847694062,3.2149119278286533,4.0,9.689041494800676,42.21850895108797,0.0022709922381574325,True,All constraints satisfied,50,210.15273891225166,20.99166803230371,1772.556017626702,0.6665849395215395,1786.6430129356393,0.04224144160808907,0.0013083000878817634,0.4145440597120587,21,0.041909089039291685,59,success
1753.598571471998,12833.598100455127,11183.318228774684,317.4871489493627,0.02760564486764594,0.7683754865497997,0.8302920905591759,775.6655229030168,0.09604643418907648,8075.9429483456515,32.557152200599795,1.3801064034896036,23.873354082421745,-164726.5452548485,12833.598100455127,105.29767251253392,188.38293955567678,4,3157,10.0,3.7122751906885343,3.2325189765294042,1.3725634522894565,1.371214005018114,4.0,10.330183812414631,43.67604289077475,0.0013763569413797847,True,All constraints satisfied,50,227.81299271861482,22.963370050929075,1719.1551257831538,0.7683754865497997,1753.598571471998,0.043587758927668196,0.0012330991034301246,0.4410445406527214,18,0.02760564486764594,61,success
1500.9991363167587,10585.169036904888,9161.98036836424,285.2170448511286,0.030190651510272032,0.6618629140611941,0.8497412859644765,704.6921173910716,0.10264942905268594,6865.036892016035,30.42032271292193,1.1144569216902733,20.32250470259839,-164977.78323576757,10585.169036904888,49.26964016758562,89.66449128165014,2,2823,10.0,3.6350840983004544,3.3011615895242903,1.0438312238726604,2.8347361695047004,4.0,11.792658491873643,43.13884164667881,0.002500186342227293,True,All constraints satisfied,50,220.63476469235567,25.792562767057152,1862.729786550937,0.6618629140611941,1500.9991363167587,0.04496853424942743,0.0013289794579034837,0.45051112805824106,16,0.030190651510272032,66,success
