fresh_feed_kmol_h,reactor_inlet_kmol_h,recycle_kmol_h,purge_kmol_h,purge_fraction,x_co_single_pass,alpha,target_rate_kgph,target_fraction,total_hydrocarbon_rate_kgph,specific_energy_kwh_per_kg_target,compressor_power_mw,cooling_duty_mw,heat_of_reaction_kj_per_kmol_co,total_inlet_flow_kmol_h,total_catalyst_volume_m3,reactor_volume_m3,n_parallel,nt_per_reactor,tube_length_m,shell_diameter_m,l_over_d,superficial_velocity_m_s,delta_p_bar,max_delta_p_bar,gas_density_kg_m3,cp_mix_kj_kmolk,rco_kmol_m3_s,feasible,violation_reason,loop_iterations,input_temperature_C,input_pressure_bar,input_ghsv_h,input_target_x_co,input_total_flow_kmol_h,input_tube_inner_diameter_m,input_particle_diameter_m,input_void_fraction,input_reactors_max_search,input_purge_fraction,input_h2_co_ratio,input_co2_fraction,input_n2_fraction,case_id,run_status
5072.356445109315,30994.60133112498,26030.498868942683,1406.1822355326226,0.05125190726159859,0.7311954846413048,0.8398728688005007,2233.9177228926806,0.09941381853466648,22470.897464960504,31.182524490793067,3.193515636071026,66.46567846844667,-164829.4083774559,30994.60133112498,196.07341961934395,343.4444561724384,7,3767,10.0,3.774066235284124,3.1795944352568046,3.138657331076129,2.216058961384279,4.0,11.607089832663155,40.6322271619452,0.0020565724765229665,True,All constraints satisfied,50,224.87404635840295,23.144804789666257,1850.603395779596,0.7311954846413048,5072.356445109315,0.04072681798946069,0.0014986651147377856,0.42909714774694635,22,0.05125190726159859,2.0781435900024796,0.030547683268411573,0.07191826149873397,8,success
2303.1956366369295,18704.20133147822,16504.08924404706,682.7640500828926,0.03972594857233615,0.7007028154014399,0.8260934038623253,750.1419240692932,0.09451550464261213,7936.707600575971,33.99094866337749,2.0391060709061306,23.458929560380426,-164706.0898731559,18704.20133147822,204.58896745241591,375.5462048546675,7,4076,10.0,3.9263592087429187,3.0562664702911824,1.7175171113412213,0.7899510007285255,4.0,13.978036225128804,39.36276976658931,0.0006961716338322045,True,All constraints satisfied,50,228.39743219554546,23.508215818491536,1536.365417922231,0.7007028154014399,2303.19563663693,0.040940858987421884,0.0013017522100994365,0.45522291316566565,19,0.03972594857233615,2.579066166092293,0.06953077928803195,0.12016625712440894,21,success
1090.9985450834472,7354.079657783529,6285.650807011009,367.75301655531854,0.05527291388097306,0.6312800315515197,0.8556423454683977,396.165788950573,0.10444238851767482,3793.1513686469334,30.281332950754916,0.7574956710387528,11.238932487872052,-165137.96561295367,7354.079657783529,70.36470511710131,120.32902855289372,3,3015,10.0,3.4539703828718102,3.4742625644701035,0.969536696276259,1.976854927498693,4.0,13.490624701277161,39.498698332108404,0.0009672155283310567,True,All constraints satisfied,50,216.05812534418112,21.361439626649933,1874.909577798999,0.6312800315515197,1090.998545083447,0.04116032276952855,0.0012120852523978464,0.41523083861538285,19,0.05527291388097306,2.4509238882759594,0.0980857230894839,0.10191236140063714,23,success
3159.173521418061,24924.026166813343,21883.08169441014,1006.6628124612362,0.043978770150057446,0.7667255063340115,0.8233499959707798,1093.178543072043,0.09350014215810278,11691.731347568948,34.08251357068857,2.712611243796653,34.54566128564181,-164648.16076424337,24924.026166813343,242.30855667021459,429.41321802080336,8,3865,10.0,3.929406547675446,3.05389627018842,2.1313333009879893,1.151032700092218,4.0,15.225238227197016,40.0169482084234,0.000865900272113802,True,All constraints satisfied,50,230.0525495930464,25.31551649797758,1987.5758521437208,0.7667255063340115,3159.1735214180612,0.04205285677604331,0.0013227875396012725,0.4357217092966251,20,0.043978770150057446,2.3254225757727625,0.08388937687658689,0.11038902496403234,46,success
1358.061673382086,11757.533971720784,10481.073536272474,358.07229543851554,0.0330351026730298,0.6992251600356643,0.8510644019641947,553.2388404679298,0.1030615733871864,5368.041863571178,31.03099565904381,1.268686077207352,15.898865979767407,-165062.16040305342,11757.533971720784,88.53405118357834,154.4458066141501,3,3590,10.0,3.8591495309515578,3.1094934010087805,0.9408572692895139,1.6646465437126887,4.0,14.128912105171825,37.946528578646365,0.001087948370601792,True,All constraints satisfied,50,218.22398848418788,27.541001603986377,1773.3669793497488,0.6992251600356643,1358.061673382086,0.04273405057374844,0.001266184087551542,0.42676299781474947,22,0.0330351026730298,2.284313936029614,0.00110585357671501,0.14839424553958025,50,success
4603.906033273184,39848.54673266257,35625.49755500355,833.4481290398004,0.02285990758653693,0.7708913395970911,0.8522110695998538,2092.3688367749537,0.10341415240735469,20232.906116495396,30.704112162883636,4.295013912001181,59.949313538459364,-165131.11478210174,39848.54673266257,459.62384612886694,799.6749307954801,15,3732,10.0,3.918704098132926,3.0622368261276534,3.61717487062909,0.8563850835781208,4.0,12.900706799996883,44.083655304708444,0.0007898647800048049,True,All constraints satisfied,50,216.2538633685218,23.355281419167284,1858.5895815826032,0.7708913395970911,4603.906033273184,0.042648193209138915,0.0014043082642014799,0.4252366450056724,17,0.02285990758653693,2.2464405508014798,0.06611136508001618,0.006035143789239732,51,success
914.3551246091913,6619.881120076187,5740.345781353866,242.35404217222185,0.04050914291557804,0.6529590818136973,0.852744325878219,369.1763837939152,0.10357662595488797,3564.2827750993474,30.477707844843835,0.6940651560375182,10.557584812449369,-165081.40387057993,6619.881120076187,67.3162225909111,114.80924219264618,3,2572,10.0,3.3877361056812823,3.5421885370220623,0.9292910137071925,1.829487601398764,4.0,12.81111844204045,42.08631638152824,0.0009500504929045972,True,All constraints satisfied,50,217.67417512628745,21.0940182394252,1818.407610660031,0.6529590818136973,914.3551246091912,0.04353172504795098,0.001182563959040748,0.41366895813181437,21,0.04050914291557804,2.385129359251802,0.09336293781604345,0.035913099439974915,53,success
2314.437721414165,14627.443801146072,12376.27099804704,589.8051079475522,0.04548832685586877,0.733497449713385,0.8603070215210973,1024.0355022305291,0.10577069974174515,9681.65573954662,29.47853112858736,1.4800852741758685,28.70697715510537,-165268.8670256323,14627.443801146072,100.61350781771723,181.78808090374008,4,2866,10.0,3.6568564168290507,3.281507019191498,1.6061691536246083,2.031138980388836,4.0,10.935875015903722,39.39490826223542,0.0017263948158022242,True,All constraints satisfied,50,212.31808498193405,22.46605925147203,2059.569900184142,0.733497449713385,2314.4377214141655,0.044934115446098724,0.0011256408236070003,0.4465340779355396,18,0.04548832685586877,2.2902573790632696,0.008291824671107456,0.08805381758800454,57,success
4843.138488163289,34330.375401549114,29676.44647600973,1206.0168559471251,0.03905183478997775,0.6974216765980035,0.8161039219897548,1731.9560125826997,0.09077034228903964,19080.637672023302,34.662943332430196,3.711488509957392,56.32320460845849,-164491.04386851756,34330.375401549114,305.12341222640947,533.2291565486124,10,4173,10.0,3.9145844677079595,3.0654594629366008,3.439045226233402,1.7184588686258448,4.0,11.17370802521425,40.436248068648055,0.0011221981996721554,True,All constraints satisfied,50,234.54160375664108,21.946566766165795,1564.5367108214928,0.6974216765980035,4843.138488163289,0.04033867738219651,0.001194021106712578,0.4277818298583743,21,0.03905183478997775,2.418320635294621,0.03044881892418049,0.0847819464202348,59,success
1757.8713737309436,11231.751732662826,9521.237408856592,462.17406776618674,0.04629420202186563,0.7520671673044004,0.827005947619822,646.7039738381329,0.09485071151725993,6818.12464549043,32.983742496450446,1.1743273529165403,20.156389991591663,-164736.47840949034,11231.751732662826,59.368563148329834,100.70476117188318,2,3147,10.0,3.8268727219851115,3.1357196519917827,1.031174016845023,3.957666784286555,4.0,13.492270880260646,40.80698412665429,0.0020609451645124816,True,All constraints satisfied,50,227.52918830027576,25.007333818700985,1631.894103286755,0.7520671673044004,1757.8713737309433,0.04514028414788748,0.0014842522982632847,0.4104691530224734,17,0.04629420202186563,2.4604365448061305,0.051744161826713736,0.0679222114832259,62,success
1382.4882398829607,15786.415231600098,14547.122298439868,382.3079504485361,0.025607671831750008,0.6626469002283696,0.8490076537095806,505.2207446883892,0.10241851941658908,4932.9042009814175,32.40588926027104,1.7671886473182876,14.60493885704532,-165000.37586916133,15786.415231600098,319.361452869733,567.4332128035423,11,3318,10.0,3.866335704924743,3.1037139337680912,1.4085164735799531,0.2975603139623914,4.0,15.674166898765666,39.30945032700913,0.00027716112423916426,True,All constraints satisfied,50,219.98926088110508,24.741199053287996,1854.6185790233094,0.6626469002283696,1382.4882398829607,0.04449444992269357,0.0013741814494989883,0.4371823050472324,21,0.025607671831750008,2.326541638713004,0.0858510338251921,0.13741182620943354,67,success
2923.213018940353,20736.769987927793,17930.205969596682,716.0907790192426,0.03840391412157465,0.6660842504264717,0.8450882438249421,1280.7270592820516,0.10115748205652562,12660.724973031616,30.961725647884013,2.191654318023348,37.46186552128882,-164893.49896717462,20736.769987927793,131.05883250078068,229.9701085764478,5,2965,10.0,3.6752012986457383,3.265127274639851,2.121489691609784,2.936506540000689,4.0,12.338472221354953,41.20012026944854,0.0017334829404155165,True,All constraints satisfied,50,223.0428866521537,24.351698463276175,1592.162506916816,0.6660842504264717,2923.213018940353,0.04444339231721949,0.0011078728491392264,0.43010492401792527,20,0.03840391412157465,2.18099590726281,0.03173398134951903,0.061129344004468844,76,success
936.4374505118159,5913.795564266635,5002.073632716847,243.52574370315736,0.046424769836189414,0.7163128133934433,0.8200499225206853,371.62698675644134,0.09226485588547606,4027.8281821382143,33.67855002784563,0.6249978569785635,11.890860208195773,-164507.72025006404,5913.795564266635,55.947835036297896,96.89905557642942,2,3514,10.0,3.755529365274549,3.195288555312025,0.7071151109496806,1.5464782708845686,4.0,10.131388055608301,41.46308136687967,0.001291944043136926,True,All constraints satisfied,50,234.06513571245577,20.214906560889766,1894.4130805136267,0.7163128133934433,936.4374505118159,0.04190407594946356,0.0013248766086114768,0.422617334054728,24,0.046424769836189414,2.190559183416774,0.03776007683507385,0.05936013141326396,78,success
1881.9164096601623,13490.913939071845,11666.261518423906,571.6110230008977,0.04670836545045004,0.7517622450851328,0.8481798463505713,690.8090717461147,0.10215597355699578,6762.297374227384,31.040659351684102,1.4077381123403312,20.035430960783916,-165115.86296541465,13490.913939071845,82.74551817588429,142.7427084205359,3,3239,10.0,3.728125811301768,3.218775494008852,1.1994923495970602,3.69209396921238,4.0,16.68877049283722,40.37279399782358,0.0014664437531215354,True,All constraints satisfied,50,216.68962955958133,26.738136256058407,1555.1488814690958,0.7517622450851328,1881.9164096601623,0.04325005685447992,0.001118621362112846,0.4203170229045481,22,0.04670836545045004,2.497980845443792,0.09480142639745814,0.08072510599880219,89,success
4226.812651847909,41207.84850639651,37343.59457596173,996.730133493563,0.025996914242297862,0.6009862060729747,0.8352919516935698,1488.1475944733515,0.09782778630928228,15211.911161605733,33.31403302072868,4.602323650626821,44.97387445137637,-164749.9801775794,41207.84850639651,476.66196631429983,827.8522572694125,15,4170,10.0,3.9760880745143994,3.0180417976444254,3.5491045646275214,0.9631593024885338,4.0,14.583646368405386,40.65176765961992,0.0005726963721118026,True,All constraints satisfied,50,227.14342349773133,24.30218644070374,1502.4482810564232,0.6009862060729747,4226.812651847909,0.04105453023280428,0.0013549838808009941,0.42421855816819115,17,0.025996914242297862,2.5386654157358084,0.07486598307158766,0.08819082960773507,96,success
1551.055219600575,14141.176599859766,12711.711057462384,346.70429227710457,0.026550257668440703,0.7153907568521305,0.8146574159875134,499.02031796684497,0.09021829513138455,5531.254134653328,35.905784436111006,1.5847265662032,16.332989399953906,-164547.65766628433,14141.176599859766,125.20519160396836,219.57471954984146,4,4161,10.0,3.9664473517384176,3.025377355567478,1.1419374270444118,1.3727838126655802,4.0,14.722074750949929,40.206772627971226,0.0007927780890771356,True,All constraints satisfied,50,232.92406667759067,26.361396346305803,2110.270842713098,0.7153907568521305,1551.055219600575,0.040987781887287196,0.0012958428117206416,0.42978321065076924,18,0.026550257668440703,2.6635217239304034,0.04884595204384562,0.09822825700271351,100,success
2606.3437244712873,17096.620587368452,14537.326731231999,895.3294014578231,0.058015249854580446,0.6185802706296056,0.8406168138243035,946.5900220178227,0.09966678677076748,9497.5473042486,31.559947710383682,1.7856253940855733,28.088706203967845,-164808.55543542342,17096.620587368452,109.82917788922488,197.66241000986082,4,3055,10.0,3.795504326814396,3.1616351785512826,1.6567008757756692,2.076234853276814,4.0,14.773695673275462,39.87874356272371,0.0015517946493373601,True,All constraints satisfied,50,225.46984470218803,24.04725179401601,1734.0875260513117,0.6185802706296056,2606.3437244712873,0.045382493265345644,0.0014936982920342478,0.44435981589141904,22,0.058015249854580446,2.296603655710361,0.09735149959684312,0.09883757546298452,105,success
3452.3456863805654,34173.91544856492,31007.869905778836,882.6913759986522,0.02767876577020389,0.6749083946882982,0.8588650678360891,1297.5337056534177,0.10536910766147331,12314.175705293954,30.998566529731804,3.713602941230728,36.508081958036186,-165244.33391523786,34173.91544856492,426.0522875049,743.1147578313717,14,3432,10.0,3.915375984096507,3.0648397621943992,2.855326760094221,0.726318748407448,4.0,16.270922449376872,40.494630834146705,0.0005185606267370865,True,All constraints satisfied,50,213.01903099320407,25.31050914573198,2078.021485577224,0.6749083946882982,3452.3456863805654,0.04438107797076491,0.0014496311400971308,0.4266669003476039,24,0.02767876577020389,2.507600823534153,0.09513928567927252,0.08599488550216312,123,success
1433.810804695741,17142.32446122034,15886.855468965301,344.390132697255,0.021217726670464482,0.6210636020264976,0.8609049875167365,550.5281356537705,0.10593477019586149,5196.8596772892015,31.443255357129775,1.9088379608078934,15.401558789838196,-165189.09443554212,17142.32446122034,556.7658639530051,982.4518161878792,18,3402,10.0,3.9656062101843657,3.02601906593295,1.689947345083405,0.17016638985571025,4.0,12.687324531746604,38.56039870697071,0.00016745985287376582,True,All constraints satisfied,50,214.59730184165394,20.932162781302054,1736.538020598428,0.6210636020264976,1433.810804695741,0.04519915537642385,0.0013028302723241713,0.43328939416756906,21,0.021217726670464482,2.354486444398175,0.054799694070283206,0.14976253490270497,138,success
3834.978928167779,26023.778731696468,22345.610942698,838.9037573566342,0.036183796305844486,0.7409506306531263,0.8537460399098992,1702.2221406572744,0.10387921017518224,16386.55259109731,30.107471329050444,2.6896092729909267,48.559995022522834,-165158.96433118888,26023.778731696468,173.31667124445036,301.58222743103926,6,3240,10.0,3.822430354720229,3.1393639350894866,2.4963063253461844,2.332901796365292,4.0,11.87776679167875,42.07752445146853,0.0016964307788520391,True,All constraints satisfied,50,215.45816196603164,23.397373743704588,1796.8860975410628,0.7409506306531263,3834.978928167779,0.044449753474109,0.0013253963936575017,0.42530873678860437,21,0.036183796305844486,2.3220968995495497,0.03710082513696397,0.03438641746994632,146,success
2270.2457383857986,14185.659711096085,11961.533673651067,674.1080984715709,0.05334973170565983,0.7366395866953273,0.8316651091604925,919.1769020066412,0.09654040737342617,9521.162454299472,32.22483955117873,1.4774294879009833,28.142898698412566,-164711.2773571794,14185.659711096085,89.36244993002424,156.1841640076766,3,3415,10.0,3.8809489342575016,3.09202728592352,1.317460420527212,2.752325960158907,4.0,13.055215843048241,40.80192165645299,0.001912011171625697,True,All constraints satisfied,50,228.24921836630287,23.947890625374495,1557.0097777029102,0.7366395866953273,2270.2457383857986,0.04405829015269173,0.0013210484999173486,0.42783924031099596,21,0.05334973170565983,2.143976051479425,0.05878259652665222,0.07313728314573767,151,success
5086.664667400466,43058.96415551755,38324.417423273735,1095.0977987136846,0.027780600358648266,0.6819672447748074,0.8174202295304791,1835.0998804426958,0.09127082181281183,20106.09572691609,34.95403416710848,4.791007438559485,59.3531364824912,-164498.6091268166,43058.96415551755,299.5069891980391,528.6320337783,10,4105,10.0,3.8998448342584773,3.0770455005248176,3.5993904738017175,2.1080228241983887,4.0,15.742306024724167,43.97555755542007,0.0012046877170055624,True,All constraints satisfied,50,234.32545351952632,26.51911450735354,2003.7776347990214,0.6819672447748074,5086.664667400466,0.040494641337230575,0.0013299495193862915,0.43343011762384487,18,0.027780600358648266,2.4323228994405293,0.0962420485802523,0.015929032546573067,157,success
1225.7100910438403,8097.012710650047,6913.021513950033,293.33445919872315,0.04070496382522623,0.7365813179331389,0.8218177230904004,433.6293165194038,0.092928365109171,4666.275103516368,33.77321304915166,0.856020288954426,13.789035002213419,-164666.9239601568,8097.012710650047,53.87280002533689,99.2444476566843,2,3775,10.0,3.7930328960459514,3.1636952087890946,0.8212775775404333,2.2020207743503204,4.0,12.595147157638019,41.81816369717511,0.0015543826955048427,True,All constraints satisfied,50,229.51645828123455,23.064061142915374,1985.7464120364111,0.7365813179331389,1225.7100910438405,0.0409109751696911,0.0011137877569960604,0.4571706397953996,23,0.04070496382522623,2.5799048924899135,0.06026220738722385,0.04645246533106754,158,success
